name,state,location,control,for_profit,religious_controlled,religious_orentation,degree_type,focus,founded_in,closed_merged_in,done,closed_reason,enrollment,historically_black,accreditation
Wisconsin Lutheran College,Wisconsin,Milwaukee,Private,0,1,Wisconsin Evangelical lutheran synod,Baccalaureate College,,1973,,AJB,,840,,HLC
Colegio Cesar Chavez,Oregon,Mount Angel,Private,0,0,Catholic,Specialized Focus,Politics,1973,1983,AJB,,,,
Salt Institute for Documentary Studies,Maine,Portland,Private,0,0,none,Specialized Focus,Art,1973,2016,AJB,,,,
East Georgia State College,Georgia,Swainsboro,Public,0,0,none,Baccalaureate College,,1973,,AJB,,,,
Doña Ana Community College,New Mexico,Las Cruces (Main)Anthony (South County Centers),Public,0,0,none,Associates College,,1973,,AJB,,"7,876",,
Edison State Community College,Ohio,Piqua,Public,0,0,none,Associates College,,1973,,AJB,,,,
Midlands Technical College,South Carolina,West Columbia[h],Public,0,0,none,Associates College,,1973,,AJB,,9892,,SACS
CUNY School of Medicine,New York,Manhattan,Public,0,0,none,Specialized Focus,Medical,1973,,AJB,,425,,
University of Texas Permian Basin,Texas,,Public,0,0,none,Masters University,,1973,,AJB,,"5,560",,
Nueta Hidatsa Sahnish College,North Dakota,New Town,Public,0,0,none,Tribal college,,1973,,AJB,,215,,Higher Learning Commission (HLC)
Sitting Bull College,North Dakota,Fort Yates,Public,0,0,none,Tribal college,,1973,,AJB,,314,,Higher Learning Commission (HLC)
University of Arkansas Rich Mountain,Arkansas,Mena,Public,0,0,none,Associates College,,1973,,AJB,,957,,
Charter Oak State College,Connecticut,New Britain,Public,0,0,none,Baccalaureate College,,1973,,AJB,,"1,583",,
Fairlakes State Junior College,Minnesota,Fairmont,Public,0,0,Roman Catholic Church,Associates College,,1973,1975,AJB,,,,
University of New Hampshire School of Law,New Hampshire,Concord,Public,0,0,none,Specialized Focus,Law,1973,,AJB,,253,,
Pensacola Christian College,Florida,Pensacola,Private,0,1,Independent Baptist,Baccalaureate College,,1974,,AJB,,,,
Trinity Baptist College (Jacksonville),Florida,Jacksonville,Private,0,1,Baptist,Baccalaureate College,,1974,,AJB,,,,
Talmudic University Yeshiva Bais Moshe Chaim,Florida,Miami Beach,Private,1,1,Jewish,Seminary,,1974,,AJB,,no data,,
Wesley Biblical Seminary - Jackson,Mississippi,,Private,1,1,Christian,Seminary,,1974,,AJB,,,,
"Blackfeet Community College, Browning",Montana,,Tribal,1,0,Tribal,Associates College,,1974,,AJB,,,,
Talmudical Institute of Upstate New York,New York,Rochester,Private,1,1,Jewish,Seminary,,1974,,AJB,,34,,
Yeshiva Shaar Hatorah,New York,Kew Gardens,Private,1,1,Jewish,Seminary,,1974,,AJB,,91,,
Milwaukee Institute of Art & Design,Wisconsin,Milwaukee,Private,0,0,none,Specialized Focus,Art,1974,,AJB,,700,,"HLC, NASAD"
Sumner College,Oregon,Portland,Private,1,0,Christian,Specialized Focus,Medical,1974,,AJB,,263,,
Boricua College,New York,New York,Private,0,0,none,Specialized Focus,Puerto Ricans,1974,,AJB,,"1,516",,
Fielding Graduate University,California,,Private,0,0,none,Specialized Focus,Graduate Studies,1974,,AJB,,,,
Epic Bible College,California,Sacramento,Private,0,1,Chistian,Seminary,,1974,,AJB,,,,
Naropa University,Colorado,Boulder,Private,0,1,Buddhist,Baccalaureate College,,1974,,AJB,,953,,
Magdalen College of the Liberal Arts,New Hampshire,Warner,Private,0,1,Catholic,Baccalaureate College,,1974,,AJB,,71,,
Miles Law School,Alabama,Fairfield,Private,1,0,none,Specialized Focus,Law,1974,,AJB,,,,Alabama Bar Association
Atlanta Metropolitan State College,Georgia,Atlanta,Public,0,0,none,Baccalaureate College,,1974,,AJB,,,,
Maryland University of Integrative Health,Maryland,Laurel,Private,0,0,none,Specialized Focus,Medical,1974,,AJB,,"1,238",,
Oregon Health & Science University,Oregon,Portland,Public,0,0,none,Specialized Focus,Medical,1974,,AJB,,"2,553",,
University of Houston–Downtown,Texas,,Public,0,0,none,Baccalaureate College,,1974,,AJB,,"13,916",,
Cankdeska Cikana Community College,North Dakota,Fort Totten,Public,0,0,none,Tribal college,,1974,,AJB,,220,,Higher Learning Commission (HLC)
Blue Ridge Community and Technical College,West Virginia,Martinsburg,Public,0,0,none,Associates College,,1974,,AJB,,"4,360",,"ACEN, HLC"
Pierpont Community and Technical College,West Virginia,Fairmont,Public,0,0,Methodist,Associates College,,1974,,AJB,,"2,925",,"APTA, HLC"
Chattahoochee Valley Community College,Alabama,Phenix City,Public,0,0,none,Associates College,,1974,,AJB,,"1,592",,SACS
East Arkansas Community College,Arkansas,Forrest City,Public,0,0,none,Associates College,,1974,,AJB,,"1,386",,
North Arkansas College,Arkansas,Harrison,Public,0,0,none,Associates College,,1974,,AJB,,"2,167",,
Atlantis University (Miami-Dade County),Florida,,Private,1,0,none,Career College,,1975,,AJB,,,,"ACCSC, CIE"
National American University,New Mexico,Albuquerque(Albuquerque East),Private,1,0,Methodist,Doctoral University,,1975,2019,AJB,,,,
"Chief Dull Knife College, Lame Deer",Montana,,Tribal,0,0,Tribal,Associates College,,1975,,AJB,,,,
Artesia Christian College,New Mexico,Artesia (Main),Private,0,1,Christian,Seminary,,1975,1985,AJB,,,,
Unification Theological Seminary,New York,Barrytown,Private,1,1,Catholic,Seminary,,1975,,AJB,,126,,
Yeshiva Derech Chaim,New York,Brooklyn,Private,1,1,Jewish,Seminary,,1975,,AJB,,160,,
Trinity School for Ministry,Pennsylvania,Ambridge(Beaver County),Private,1,1,Episcopal Church of the United States of America,Seminary,,1975,,AJB,,169,,
Ecclesia College,Arkansas,Springdale,Private,0,1,Christian,Seminary,,1975,,AJB,,178,,
Palo Alto University,California,Palo Alto,Private,1,0,none,Specialized Focus,Medicine,1975,,AJB,,,,
Widener University School of Law,Delaware,Wilmington,Private,1,0,none,Specialized Focus,Law,1975,,AJB,,403[20],,
Mountwest Community and Technical College,West Virginia,Huntington,Public,0,0,none,Associates College,,1975,,AJB,,"2,608",,"APTA, HLC"
Arkansas Northeastern College,Arkansas,Blytheville,Public,0,0,none,Associates College,,1975,,AJB,,"1,425",,
Cossatot Community College,Arkansas,De Queen,Public,0,0,none,Associates College,,1975,,AJB,,"1,597",,
Ozarka College,Arkansas,Melbourne,Public,0,0,none,Associates College,,1975,,AJB,,"1,489",,
California Pacific University,California,Pinole,Private,0,0,none,Baccalaureate College,,1976,2016,AJB,,,,
Johnson University Florida,Florida,Kissimmee,Private,0,1,Christian,Baccalaureate College,,1976,,AJB,,,,
Southwestern College,New Mexico,Santa Fe (Main),Private,1,0,none,Associates College,,1976,,AJB,,176,,
Calvary Baptist Theological Seminary,Pennsylvania,Upper Gwynedd Township(Montgomery County),Private,1,1,Unaffiliated Baptist,Seminary,,1976,2014,AJB,,106,,
Stratford University,Virginia,"Alexandria, Falls Church, Glen Allen, Newport News, Virginia Beach, Woodbridge, Baltimore, New Delhi, Online",Private,1,0,none,Masters University,,1976,2022,AJB,,"2,849",,ACICS
Northland International University,Wisconsin,Dunbar,Private,0,1,baptist,Baccalaureate College,,1976,2015,AJB,,,,
University of Phoenix,Arizona,Phoenix,Private,1,0,none,Doctoral University,,1976,,AJB,,"94,472",,
William Howard Taft University,Colorado,Denver,Private,1,0,none,Specialized Focus,Accounting,1976,,AJB,,,,
Concordia University Irvine,California,Irvine,Private,0,1,Christian,Masters University,,1976,,AJB,,,,
Bais Binyomin Academy,Connecticut,Stamford,Private,0,1,Orthodox Jewish,Seminary,,1976,2016,AJB,,,,
Pacifica Graduate Institute,California,Santa Barbara,Private,1,0,none,Specialized Focus,Medicine,1976,,AJB,,,,
College of Staten Island (CUNY),New York,Staten Island,Public,0,0,none,Career College,,1976,,AJB,,"12,517",,
Arkansas State University-Newport,Arkansas,Newport,Public,0,0,none,Associates College,,1976,,AJB,,"2,057",,
University of Hawaii–West Oahu,Hawaii,Kapolei,Public,0,0,none,Doctoral University,,1976,,AJB,,"2,944",,
Keiser University (Fort Lauderdale),Florida,,Private,1,0,none,Doctoral University,,1977,,AJB,,20000,,
Regent University,Virginia,Virginia Beach,Private,1,1,Christian,Doctoral University,,1977,,AJB,,"10,456",,SACS
"Salish Kootenai College, Pablo",Montana,,Tribal,1,0,Tribal,Associates College,,1977,,AJB,,,,
Kilian Community College,South Dakota,Sioux Falls,Private,0,0,none,Associates College,,1977,2016,AJB,,,,
South Baylo University,Virginia,Annandale,Private,1,0,none,Specialized Focus,Medical,1977,,AJB,,410,,none
Broadview University,Utah,Salt Lake City,Private,1,0,none,Associates College,,1977,,AJB,,,,
Christendom College,Virginia,Front Royal,Private,1,1,Catholic,Baccalaureate College,,1977,,AJB,,493,,SACS
International Academy of Design and Technology,Michigan,Troy,Private,1,0,none,Specialized Focus,Art,1977,2016,AJB,,,,
Martin University,Indiana,Indianapolis,Private,0,0,none,Career College,,1977,,AJB,,718,,HLC
Western University of Health Sciences,California,Pomona,Private,1,0,none,Specialized Focus,Medicine,1977,,AJB,,,,
Design Institute of San Diego,California,San Diego,Private,1,0,none,Specialized Focus,Art,1977,,AJB,,,,
Torah Temimah Talmudical Seminary,New York,Brooklyn,Private,1,1,Jewish,Seminary,,1978,,AJB,,159,,
American College of Healthcare Sciences,Oregon,Portland,Private,1,0,none,Specialized Focus,Medical,1978,,AJB,,"1,032",,
Bastyr University,Washington,Kenmore,Private,1,0,none,Specialized Focus,Medical,1978,,AJB,,"1,018",,
Wisconsin School of Professional Psychology,Wisconsin,Milwaukee,Private,0,0,none,Specialized Focus,Medical,1978,,AJB,,75,,"HLC, APA"
Independence University,Utah,Salt Lake City,Private,1,0,none,Masters University,,1978,,AJB,,,,
Collins College,New Mexico,,Private,1,0,none,Baccalaureate College,,1978,2012,AJB,,,,
Christie's Education,New York,New York,Private,1,0,none,Specialized Focus,Art,1978,,AJB,,65,,
Embry-Riddle Aeronautical University,Arizona,Prescott,Private,0,0,none,Specialized Focus,Aeronautical,1978,,AJB,,"27,136",,
California Southern University,California,Costa Mesa,Private,1,0,none,Baccalaureate College,,1978,,AJB,,,,
Thomas More College of Liberal Arts,New Hampshire,Merrimack,Private,0,1,Catholic,Baccalaureate College,,1978,,AJB,,87,,
California College San Diego,California,San Diego,Private,0,0,none,Specialized Focus,Medicine,1978,2016,AJB,,,,
International Center for Naturobioholistic Health and Medicine,Minnesota,"Bemidji, Minnesota",Private,1,0,none,Specialized Focus,Medical,1978,1984,AJB,,,,ACICS
Virginia–Maryland Regional College of Veterinary Medicine,Virginia,Blacksburg,Public,0,0,none,Specialized Focus,Vetrerinary,1978,,AJB,,700,,SACS
Black River Technical College,Arkansas,Pocahontas,Public,0,0,none,Associates College,,1978,,AJB,,"2,248",,
Full Sail University (Winter Park),Florida,,Private,1,0,none,Associates College,,1979,,AJB,,,,
ATI Career Training Center,New Mexico,Albuquerque,Private,1,0,none,Associates College,,1979,2012,AJB,,,,
Tri-State College of Acupuncture,New York,New York,Private,1,0,none,Specialized Focus,Medical,1979,,AJB,,128,,
Midwest College of Oriental Medicine,Wisconsin,Racine,Private,1,0,none,Specialized Focus,Medical,1979,,AJB,,99,,ACAOM
Joyce University,Utah,Provo,Private,1,0,none,Specialized Focus,Medical,1979,,AJB,,,,
Eagle Gate College,Utah,Murray,Private,1,0,none,Specialized Focus,Medical,1979,,AJB,,,,
Henry Cogswell College,Washington,Everett,Private,1,0,none,Baccalaureate College,,1979,2006,AJB,,230,,
Midwest College of Oriental Medicine,Illinois,Evanston,Private,1,0,none,Specialized Focus,Medical,1979,x,AJB,,,,
The Chicago School of Professional Psychology,Illinois,Chicago,Private,1,0,none,Specialized Focus,Medical,1979,,AJB,,,,
Mesalands Community College,New Mexico,Tucumcari (Main),Public,0,0,none,Associates College,,1979,,AJB,,"1,068",,
Navajo Technical University,New Mexico,Crownpoint (Main)Kirtland Instructional Site,Tribal,0,1,Navajo Nation,Masters University,,1979,,AJB,,"1,600",,
Sisseton Wahpeton College,South Dakota,Agency Village,Public,0,0,none,Tribal college,,1979,,AJB,,,,HLC
Community College of the Air Force,Alabama,Montgomery,Public,0,0,none,Associates College,,1979,,AJB,,,,SACS
Shelton State Community College,Alabama,Tuscaloosa,Public,0,0,Seventh-day Adventist ,Associates College,,1979,,AJB,,"4,201",,SACS
"Little Big Horn College, Crow Agency",Montana,,Public,0,0,Tribal,Associates College,,1980,,GSC,,211,,NWCCU
Oxford Graduate School (Omega),Tennessee,Dayton,Private,1,1,Christian,Doctoral University,,1980,,GSC,,100,,TACCS
Yeshiva of the Telshe Alumni,New York,Riverdale,Private,1,1,Jewish,Seminary,,1980,,AJB,,148,,
New York Academy of Art,New York,New York,Private,0,0,none,Specialized Focus,Art,1980,,AJB,,108,,
New England Culinary Institute,Vermont,Montpelier,Private,1,0,none,Specialized Focus,Culinary,1980,2021,AJB,,,,
Southwest Acupuncture College,New Mexico,Santa Fe (Main),Private,1,0,none,Specialized Focus,Medical,1980,,AJB,,37,,
East–West University,Illinois,Chicago,Private,0,0,none,Baccalaureate College,,1980,,AJB,,939,,HLC
Crossroads Bible College,Indiana,Indianapolis,Private,0,1,Christian-Baptist,Seminary,,1980,,AJB,,219,,ABHE
Ecumenical Theological Seminary,Michigan,Detroit,Private,0,1,Christian,Seminary,,1980,,AJB,,84,,ATS
Palmer College of Chiropractic,California,San Jose,Private,1,0,none,Specialized Focus,Medicine,1980,,AJB,,,,
NewSchool of Architecture and Design,California,San Diego,Private,1,0,Laureate International Universities,Specialized Focus,Art,1980,,AJB,,,,
Michigan School of Professional Psychology,Michigan,Farmington Hills,Private,0,0,none,Specialized Focus,Psychology,1980,,AJB,,140,,HLC
Tillamook Bay Community College,Oregon,Tillamook,Public,0,0,none,Associates College,,1981,,GSC,,243,,NWCCU
National Hispanic University,California,San Jose,Private,0,0,Christian,Baccalaureate College,,1981,2015,GSC,,,,
Mesivta Keser Torah,New Jersey,Belmar,Private,1,1,Jewish,Seminary,,1981,,GSC,,88,,AARTS
Yeshiva Gedolah Kesser Torah,New York,Monsey,Private,1,1,Jewish,Seminary,,1981,,GSC,,79,,
Pioneer Pacific College,Oregon,Beaverton,Private,1,0,Seventh-day Adventist,Associates College,,1981,2020,GSC,$$ (covid),"1,015",,
College of Saint Thomas More,Texas,,Private,1,1,Chistian,Baccalaureate College,,1981,2014,GSC,"institutional changes, financial crisis, and church-related controversy",,,
San Juan College,New Mexico,Farmington (Main)Aztec (East Campus),Public,0,0,Roman Catholic Church,Associates College,,1982,,GSC,,"6,679",,HLC
Lac Courte Oreilles Ojibwa Community College,Wisconsin,Hayward,Public,0,0,none,Tribal college,,1982,,GSC,,489,,HLC
University of Illinois at Chicago,Illinois,Chicago,Public,0,0,Christian,Doctoral University,Medicine,1982,,GSC,,"29,120",,HLC
Florida Career College (Miami),Florida,,Private,1,0,Christian,Associates College,,1982,,GSC,,504,,COE
Jefferson College of Health Sciences,Virginia,Roanoke,Private,1,0,none,Doctoral University,Medicine,1982,,GSC,,"1,128",,SACS
Bergen Junior College,New Jersey,Teaneck,Private,1,0,none,Associates College,,1982,1954 Teaneck,GSC,,,,MSCHE
Pennsylvania College of Art and Design,Pennsylvania,Lancaster (Lancaster County),Private,0,0,none,Specialized Focus,Art,1982,,GSC,,285,,MSCHE
"Florida Technical College (Cutler Bay, DeLand, Kissimmee, Lakeland, Orlando, and Pembroke Pines)",Florida,,Private,1,0,none,Associates College,,1982,,GSC,,"2,966",,SACSCOC
Interface College,Washington,Spokane[5],Private,1,0,none,Baccalaureate College,,1982,2022,GSC,lost accreditation,91,,
Brown Mackie College,New Mexico,Albuquerque,Private,1,0,Catholic,Baccalaureate College,,1982,2017,GSC,,"7,773",,-
Alexandria School of Scientific Therapeutics,Indiana,Alexandria,Private,1,0,none,Associates College,,1982,2021,GSC,$$ (covid),39,,CMTA
"University of Northern California, Lorenzo Patiño School of Law - ",California,Sacramento,Private,0,0,none,Specialized Focus,Law,1983,x,Jenalyn,,,,
Virginia College,Florida,Cavan,Private,1,0,none,Baccalaureate College,,1983,2018,Jenalyn,,740,,
Delta College of Arts & Technology - Baton Rouge,Louisiana,,Private,1,0,none,Associates College,Art,1983,,AJB,,,,
Southwest University of Visual Arts,New Mexico,Albuquerque,Private,1,0,Methodist,Specialized Focus,Art,1983,,AJB,,49,,
Southeastern Free Will Baptist College,North Carolina,Wendell,Private,0,1,Baptist,Seminary,,1983,,AJB,,55,,
Virginia College,Virginia,Richmond,Private,1,0,none,Baccalaureate College,,1983,,Jenalyn,,Unknown,,ACICS
Le Cordon Bleu College of Culinary Arts in Portland,Oregon,Portland,Private,0,0,none,Specialized Focus,Culinary,1983,2017,Jenalyn,,,,
Acupuncture and Massage College (Miami),Florida,Miami,Private,1,0,none,Specialized Focus,Medical,1983,,AJB,,,,
Oregon College of Oriental Medicine,Oregon,Portland,Private,1,0,none,Specialized Focus,Medical,1983,,AJB,,258,,
ACT College,Virginia,Arlington,Private,0,0,none,Baccalaureate College,,1983,,Jenalyn,,401,,ABHES
Virginia College,Texas,,Private,1,0,none,Baccalaureate College,,1983,2018,Jenalyn,,,,
Centura College,Virginia,Multiple[10],Private,1,0,none,Baccalaureate College,,1983,,Jenalyn,,1927,,ACCSC
Catholic Distance University,Virginia,Hamilton,Private,0,1,Roman Catholic,Seminary,,1983,,Jenalyn,,203,,DETC
Hartland College,Virginia,Rapidan,Private,0,1,Seventh Day Adventist,Seminary,,1983,,AJB,,Unknown,,none
Valley College–Beckley,West Virginia,Beckley,Private,1,0,none,Associates College,,1983,,Jenalyn,,163,,ACICS
Valley College–Martinsburg,West Virginia,Martinsburg,Private,1,0,none,Associates College,,1983,,Jenalyn,,77,,ACICS
Valley College–Princeton,West Virginia,Princeton,Private,1,0,none,Associates College,,1983,,Jenalyn,,72,,ACICS
Catholic Distance University,West Virginia,Charles Town,Private,0,1,Roman Catholic,Seminary,,1983,,Jenalyn,,220,,"DEAC, HLC, ATS"
Virginia College,Alabama,Birmingham,Private,1,0,none,Baccalaureate College,,1983,2018,Jenalyn,,,,
Southwest University of Visual Arts,Arizona,Tucson,Private,0,1,Methodist,Baccalaureate College,,1983,,Jenalyn,,172,,
American Islamic College,Illinois,Chicago,Private,0,0,Islam,Baccalaureate College,Islamic Studies,1983,,GSC,,16,,HLC
